id,s_date,fuel_price,max_ws
27,2012-03-23T04:00:00.000Z,4.054,130535
27,2012-07-27T04:00:00.000Z,3.82,130500
24,2010-11-12T05:00:00.000Z,3.065,130490
31,2011-03-11T05:00:00.000Z,3.459,130456
10,2010-08-06T04:00:00.000Z,3.123,130456
41,2010-11-19T05:00:00.000Z,2.758,130442
10,2011-03-18T04:00:00.000Z,3.892,130430
41,2012-02-03T05:00:00.000Z,3.031,130392
39,2012-10-19T04:00:00.000Z,3.594,130358
35,2010-02-26T05:00:00.000Z,2.754,130327
31,2011-07-08T04:00:00.000Z,3.48,130320
1,2010-09-03T04:00:00.000Z,2.577,130199
1,2011-03-04T05:00:00.000Z,3.288,130158
24,2011-08-12T04:00:00.000Z,3.995,130071
31,2011-04-08T04:00:00.000Z,3.622,130051
31,2010-02-05T05:00:00.000Z,2.572,129994
10,2012-09-28T04:00:00.000Z,3.966,129930
4,2010-03-26T04:00:00.000Z,2.752,129894
31,2011-02-18T05:00:00.000Z,3.045,129763
31,2012-07-06T04:00:00.000Z,3.227,129715
41,2012-06-08T04:00:00.000Z,3.741,129711
39,2012-09-21T04:00:00.000Z,3.721,129679
1,2012-02-24T05:00:00.000Z,3.555,129648
40,2010-11-26T05:00:00.000Z,3.07,129602
1,2011-02-18T05:00:00.000Z,3.045,129582
14,2012-07-27T04:00:00.000Z,3.647,129580
3,2010-09-17T04:00:00.000Z,2.582,129568
1,2010-04-09T04:00:00.000Z,2.77,129467
32,2011-12-09T05:00:00.000Z,3.331,129450
10,2010-06-18T04:00:00.000Z,2.935,129434
24,2011-02-04T05:00:00.000Z,3.4,129418
16,2011-11-25T05:00:00.000Z,3.424,129373
24,2011-08-05T04:00:00.000Z,4.02,129313
24,2011-03-04T05:00:00.000Z,3.605,129299
31,2010-02-19T05:00:00.000Z,2.514,129298
10,2011-08-12T04:00:00.000Z,3.794,129239
1,2010-09-17T04:00:00.000Z,2.582,129177
3,2011-02-11T05:00:00.000Z,3.022,129055
35,2010-03-05T05:00:00.000Z,2.777,128960
19,2012-03-09T05:00:00.000Z,4.021,128958
1,2012-01-27T05:00:00.000Z,3.29,128947
41,2010-12-10T05:00:00.000Z,2.728,128931
41,2011-10-14T04:00:00.000Z,3.491,128879
19,2010-02-05T05:00:00.000Z,2.954,128753
41,2012-08-03T04:00:00.000Z,3.528,128724
19,2010-07-02T04:00:00.000Z,2.958,128719
24,2010-08-06T04:00:00.000Z,2.942,128667
3,2010-10-01T04:00:00.000Z,2.603,128664
10,2011-08-05T04:00:00.000Z,3.803,128649
24,2011-08-26T04:00:00.000Z,3.906,128638
1,2010-04-16T04:00:00.000Z,2.808,128626
24,2010-05-07T04:00:00.000Z,3.095,128514
40,2011-12-23T05:00:00.000Z,3.413,128461
31,2011-06-17T04:00:00.000Z,3.637,128438
41,2012-09-28T04:00:00.000Z,3.789,128423
23,2010-12-10T05:00:00.000Z,3.132,128414
19,2011-09-02T04:00:00.000Z,3.879,128391
24,2011-10-14T04:00:00.000Z,3.744,128260
31,2012-07-20T04:00:00.000Z,3.311,128203
31,2012-03-02T05:00:00.000Z,3.63,128161
24,2011-03-11T05:00:00.000Z,3.752,128143
1,2011-12-02T05:00:00.000Z,3.172,128136
24,2011-01-07T05:00:00.000Z,3.351,128113
19,2010-09-10T04:00:00.000Z,2.837,128082
1,2011-07-01T04:00:00.000Z,3.524,128055
39,2012-08-17T04:00:00.000Z,3.571,128051
3,2010-09-10T04:00:00.000Z,2.565,128050
24,2010-11-05T04:00:00.000Z,3.049,128042
10,2010-08-27T04:00:00.000Z,3.022,128040
10,2010-06-04T04:00:00.000Z,2.941,128036
3,2010-05-14T04:00:00.000Z,2.854,127968
41,2012-02-10T05:00:00.000Z,3.103,127959
10,2010-10-08T04:00:00.000Z,2.924,127855
31,2011-09-23T04:00:00.000Z,3.467,127815
1,2010-04-30T04:00:00.000Z,2.78,127812
39,2012-09-07T04:00:00.000Z,3.73,127792
1,2012-03-30T04:00:00.000Z,3.845,127706
3,2011-03-11T05:00:00.000Z,3.459,127654
24,2012-09-14T04:00:00.000Z,4.088,127621
41,2011-10-07T04:00:00.000Z,3.498,127610
1,2012-05-25T04:00:00.000Z,3.561,127603
41,2012-09-14T04:00:00.000Z,3.659,127598
27,2010-10-01T04:00:00.000Z,2.84,127585
20,2011-12-30T05:00:00.000Z,3.389,127479
10,2011-06-17T04:00:00.000Z,3.935,127451
1,2010-03-19T04:00:00.000Z,2.72,127434
24,2011-11-18T05:00:00.000Z,3.717,127431
4,2010-07-30T04:00:00.000Z,2.65,127419
41,2011-02-04T05:00:00.000Z,3.011,127407
31,2011-04-22T04:00:00.000Z,3.807,127370
24,2012-02-03T05:00:00.000Z,3.796,127357
24,2012-07-13T04:00:00.000Z,3.689,127326
18,2011-12-16T05:00:00.000Z,3.445,127224
10,2012-04-13T04:00:00.000Z,4.254,127171
1,2012-08-24T04:00:00.000Z,3.62,127018
1,2012-03-23T04:00:00.000Z,3.787,127013
3,2010-12-10T05:00:00.000Z,2.843,126993
31,2011-08-05T04:00:00.000Z,3.684,126989
24,2010-12-17T05:00:00.000Z,3.301,126911
1,2010-04-02T04:00:00.000Z,2.719,126907
39,2012-01-06T05:00:00.000Z,3.157,126806
1,2012-06-22T04:00:00.000Z,3.346,126764
39,2012-07-06T04:00:00.000Z,3.227,126749
10,2011-04-08T04:00:00.000Z,3.818,126735
3,2010-07-16T04:00:00.000Z,2.623,126733
10,2011-10-07T04:00:00.000Z,3.827,126639
41,2012-02-17T05:00:00.000Z,3.113,126564
1,2010-07-16T04:00:00.000Z,2.623,126470
31,2011-04-15T04:00:00.000Z,3.743,126459
3,2010-08-27T04:00:00.000Z,2.619,126376
3,2010-09-24T04:00:00.000Z,2.624,126341
10,2010-05-07T04:00:00.000Z,3.127,126319
19,2012-02-03T05:00:00.000Z,3.796,126209
24,2012-10-19T04:00:00.000Z,4.153,126125
40,2012-09-07T04:00:00.000Z,3.921,126029
3,2010-05-07T04:00:00.000Z,2.835,126020
31,2012-01-27T05:00:00.000Z,3.29,126011
1,2010-05-14T04:00:00.000Z,2.854,126004
31,2011-05-13T04:00:00.000Z,3.899,125963
10,2011-05-06T04:00:00.000Z,4.193,125919
39,2012-08-24T04:00:00.000Z,3.62,125899
10,2011-08-26T04:00:00.000Z,3.663,125856
31,2010-03-12T05:00:00.000Z,2.667,125799
24,2012-01-13T05:00:00.000Z,3.666,125771
28,2011-09-02T04:00:00.000Z,3.798,125700
3,2011-11-04T04:00:00.000Z,3.332,125601
3,2011-02-25T05:00:00.000Z,3.065,125592
31,2012-03-23T04:00:00.000Z,3.787,125577
32,2011-12-16T05:00:00.000Z,3.266,125509
27,2011-12-30T05:00:00.000Z,3.566,125472
19,2010-10-08T04:00:00.000Z,2.903,125448
10,2012-06-08T04:00:00.000Z,4.103,125434
26,2012-03-30T04:00:00.000Z,3.921,125428
39,2012-07-20T04:00:00.000Z,3.311,125408
6,2011-12-09T05:00:00.000Z,3.158,125408
39,2012-10-26T04:00:00.000Z,3.506,125396
26,2012-04-27T04:00:00.000Z,4.023,125394
1,2012-04-27T04:00:00.000Z,3.814,125371
3,2011-05-06T04:00:00.000Z,3.906,125369
31,2011-05-06T04:00:00.000Z,3.906,125360
41,2012-02-24T05:00:00.000Z,3.129,125357
41,2012-03-09T05:00:00.000Z,3.286,125328
24,2011-07-01T04:00:00.000Z,3.916,125239
41,2012-08-31T04:00:00.000Z,3.556,125173
40,2012-10-05T04:00:00.000Z,4.027,125147
41,2012-05-25T04:00:00.000Z,3.804,125123
19,2012-09-07T04:00:00.000Z,4.076,125067
1,2011-10-28T04:00:00.000Z,3.372,125065
1,2010-02-26T05:00:00.000Z,2.561,125048
31,2012-08-03T04:00:00.000Z,3.417,124973
24,2010-11-19T05:00:00.000Z,3.138,124970
24,2011-06-10T04:00:00.000Z,4.025,124940
28,2010-07-02T04:00:00.000Z,3.105,124924
39,2012-01-20T05:00:00.000Z,3.268,124867
41,2011-10-28T04:00:00.000Z,3.55,124830
1,2010-07-02T04:00:00.000Z,2.669,124821
31,2012-10-26T04:00:00.000Z,3.506,124777
19,2011-11-18T05:00:00.000Z,3.717,124763
41,2012-03-02T05:00:00.000Z,3.191,124748
32,2012-02-03T05:00:00.000Z,3.031,124699
10,2010-05-28T04:00:00.000Z,3.058,124692
1,2010-08-20T04:00:00.000Z,2.664,124601
27,2010-03-05T05:00:00.000Z,2.919,124580
31,2011-06-10T04:00:00.000Z,3.648,124551
10,2012-01-13T05:00:00.000Z,3.477,124495
24,2011-05-06T04:00:00.000Z,4.192,124454
24,2010-07-02T04:00:00.000Z,2.958,124444
1,2010-03-12T05:00:00.000Z,2.667,124419
31,2010-09-10T04:00:00.000Z,2.565,124384
24,2010-03-12T05:00:00.000Z,2.938,124361
6,2010-11-19T05:00:00.000Z,2.771,124341
31,2011-05-20T04:00:00.000Z,3.907,124305
3,2011-12-02T05:00:00.000Z,3.172,124296
3,2010-07-30T04:00:00.000Z,2.64,124292
25,2010-12-24T05:00:00.000Z,3.141,124285
41,2010-11-12T05:00:00.000Z,2.737,124282
28,2012-06-08T04:00:00.000Z,4.103,124224
19,2012-01-06T05:00:00.000Z,3.585,124223
1,2011-04-22T04:00:00.000Z,3.807,124162
40,2011-10-07T04:00:00.000Z,3.633,124072
31,2012-05-04T04:00:00.000Z,3.749,124041
41,2011-01-07T05:00:00.000Z,2.882,124015
41,2012-07-06T04:00:00.000Z,3.646,124015
3,2010-04-16T04:00:00.000Z,2.808,124003
3,2010-03-12T05:00:00.000Z,2.667,123962
28,2011-06-03T04:00:00.000Z,4.031,123949
24,2011-10-28T04:00:00.000Z,3.757,123906
31,2010-11-05T04:00:00.000Z,2.689,123872
24,2011-01-14T05:00:00.000Z,3.367,123798
31,2011-10-28T04:00:00.000Z,3.372,123785
9,2010-11-26T05:00:00.000Z,2.735,123645
28,2010-03-05T05:00:00.000Z,2.987,123609
24,2012-09-28T04:00:00.000Z,4.158,123595
10,2011-09-30T04:00:00.000Z,3.877,123573
3,2010-07-23T04:00:00.000Z,2.608,123556
10,2012-09-21T04:00:00.000Z,4.125,123514
39,2012-08-10T04:00:00.000Z,3.494,123514
3,2010-10-15T04:00:00.000Z,2.72,123508
1,2012-07-27T04:00:00.000Z,3.407,123464
19,2010-03-05T05:00:00.000Z,2.919,123404
39,2011-11-04T04:00:00.000Z,3.332,123377
39,2012-10-12T04:00:00.000Z,3.601,123328
40,2012-07-06T04:00:00.000Z,3.538,123270
27,2011-09-02T04:00:00.000Z,3.879,123235
19,2011-04-08T04:00:00.000Z,3.895,123223
28,2010-09-03T04:00:00.000Z,3.087,123215
27,2011-04-29T04:00:00.000Z,4.117,123209
20,2011-04-29T04:00:00.000Z,3.962,123169
31,2012-06-22T04:00:00.000Z,3.346,123100
31,2011-03-04T05:00:00.000Z,3.288,123060
1,2011-05-20T04:00:00.000Z,3.907,123051
10,2011-09-09T04:00:00.000Z,3.771,123022
39,2012-06-08T04:00:00.000Z,3.452,123001
31,2010-10-08T04:00:00.000Z,2.633,122997
39,2012-01-13T05:00:00.000Z,3.261,122962
19,2012-01-27T05:00:00.000Z,3.737,122907
31,2012-08-24T04:00:00.000Z,3.62,122904
31,2011-07-22T04:00:00.000Z,3.651,122868
41,2012-01-06T05:00:00.000Z,3.095,122860
6,2011-11-18T05:00:00.000Z,3.308,122854
19,2011-11-04T04:00:00.000Z,3.738,122817
28,2011-12-09T05:00:00.000Z,3.644,122742
1,2011-08-26T04:00:00.000Z,3.523,122722
39,2012-04-13T04:00:00.000Z,3.891,122693
24,2012-03-02T05:00:00.000Z,3.983,122693
41,2012-01-13T05:00:00.000Z,3.077,122622
11,2012-02-10T05:00:00.000Z,3.409,122603
26,2012-04-06T04:00:00.000Z,3.957,122525
41,2012-09-21T04:00:00.000Z,3.765,122479
1,2011-09-23T04:00:00.000Z,3.467,122462
19,2010-07-09T04:00:00.000Z,2.94,122462
1,2012-09-28T04:00:00.000Z,3.666,122434
39,2012-02-10T05:00:00.000Z,3.409,122347
19,2012-10-12T04:00:00.000Z,4.186,122329
24,2010-04-02T04:00:00.000Z,2.957,122311
1,2011-03-25T04:00:00.000Z,3.473,122280
4,2010-12-31T05:00:00.000Z,2.955,122263
19,2010-11-12T05:00:00.000Z,3.065,122255
28,2011-07-08T04:00:00.000Z,3.705,122240
24,2012-09-21T04:00:00.000Z,4.203,122231
31,2011-12-02T05:00:00.000Z,3.172,122081
24,2010-06-11T04:00:00.000Z,2.972,122032
31,2010-02-26T05:00:00.000Z,2.561,121965
39,2012-02-03T05:00:00.000Z,3.36,121943
3,2010-04-30T04:00:00.000Z,2.78,121936
31,2012-09-28T04:00:00.000Z,3.666,121930
1,2010-05-28T04:00:00.000Z,2.759,121902
41,2011-09-09T04:00:00.000Z,3.566,121848
1,2011-06-24T04:00:00.000Z,3.594,121815
16,2010-11-26T05:00:00.000Z,2.742,121806
31,2010-03-05T05:00:00.000Z,2.625,121805
19,2012-10-05T04:00:00.000Z,4.151,121726
10,2011-04-29T04:00:00.000Z,4.151,121610
3,2011-02-18T05:00:00.000Z,3.045,121510
1,2011-07-22T04:00:00.000Z,3.651,121483
19,2011-02-11T05:00:00.000Z,3.416,121439
10,2012-10-05T04:00:00.000Z,4.132,121409
10,2010-04-23T04:00:00.000Z,3.05,121366
39,2011-11-11T05:00:00.000Z,3.297,121344
39,2011-08-26T04:00:00.000Z,3.523,121243
24,2012-06-15T04:00:00.000Z,3.786,121220
28,2010-06-11T04:00:00.000Z,2.949,121176
10,2010-09-17T04:00:00.000Z,3.028,121140
10,2012-10-26T04:00:00.000Z,4.301,121127
26,2011-01-07T05:00:00.000Z,3.193,121093
10,2010-11-05T04:00:00.000Z,3.009,121087
3,2010-06-18T04:00:00.000Z,2.637,121083
31,2012-05-25T04:00:00.000Z,3.561,121079
24,2012-06-29T04:00:00.000Z,3.667,121032
40,2011-12-09T05:00:00.000Z,3.47,120976
24,2012-08-17T04:00:00.000Z,3.963,120975
10,2012-04-06T04:00:00.000Z,4.282,120897
26,2010-04-09T04:00:00.000Z,2.849,120889
23,2012-04-06T04:00:00.000Z,3.957,120877
11,2011-12-16T05:00:00.000Z,3.159,120875
10,2012-08-03T04:00:00.000Z,3.595,120828
24,2010-08-13T04:00:00.000Z,2.923,120822
39,2012-08-03T04:00:00.000Z,3.417,120819
19,2011-02-04T05:00:00.000Z,3.4,120793
19,2012-05-11T04:00:00.000Z,4.055,120679
40,2012-01-06T05:00:00.000Z,3.439,120645
39,2012-06-01T04:00:00.000Z,3.501,120590
39,2011-10-07T04:00:00.000Z,3.285,120558
40,2012-06-08T04:00:00.000Z,3.746,120537
1,2011-09-30T04:00:00.000Z,3.355,120507
26,2011-09-02T04:00:00.000Z,3.784,120480
31,2011-08-26T04:00:00.000Z,3.523,120416
31,2011-02-25T05:00:00.000Z,3.065,120397
39,2012-05-25T04:00:00.000Z,3.561,120388
19,2010-09-03T04:00:00.000Z,2.86,120378
41,2012-05-11T04:00:00.000Z,3.87,120370
31,2010-09-17T04:00:00.000Z,2.582,120304
31,2012-08-31T04:00:00.000Z,3.638,120239
39,2011-02-04T05:00:00.000Z,2.989,120192
10,2010-07-23T04:00:00.000Z,3.112,120192
1,2010-06-25T04:00:00.000Z,2.653,120172
41,2012-05-04T04:00:00.000Z,3.903,120098
10,2011-04-01T04:00:00.000Z,3.772,120086
19,2012-01-20T05:00:00.000Z,3.705,120065
19,2010-02-12T05:00:00.000Z,2.94,120060
1,2011-12-30T05:00:00.000Z,3.129,120037
1,2010-05-21T04:00:00.000Z,2.826,120037
41,2012-07-13T04:00:00.000Z,3.613,120010
3,2010-02-19T05:00:00.000Z,2.514,119959
39,2012-02-17T05:00:00.000Z,3.51,119898
39,2010-11-19T05:00:00.000Z,2.771,119848
35,2010-03-12T05:00:00.000Z,2.818,119818
1,2011-05-27T04:00:00.000Z,3.786,119816
6,2010-03-05T05:00:00.000Z,2.625,119812
24,2012-02-24T05:00:00.000Z,3.917,119800
10,2010-07-02T04:00:00.000Z,2.978,119787
20,2010-12-31T05:00:00.000Z,3.179,119731
24,2010-06-04T04:00:00.000Z,3.006,119716
3,2011-08-05T04:00:00.000Z,3.684,119670
6,2012-07-06T04:00:00.000Z,3.227,119608
19,2011-08-26T04:00:00.000Z,3.906,119583
39,2012-09-28T04:00:00.000Z,3.666,119555
39,2012-03-02T05:00:00.000Z,3.63,119531
41,2011-03-04T05:00:00.000Z,3.232,119530
8,2010-12-24T05:00:00.000Z,2.886,119510
19,2011-03-04T05:00:00.000Z,3.605,119503
31,2010-04-09T04:00:00.000Z,2.77,119479
28,2012-03-02T05:00:00.000Z,4.178,119476
1,2010-12-03T05:00:00.000Z,2.708,119422
28,2011-04-08T04:00:00.000Z,4.003,119379
31,2010-07-16T04:00:00.000Z,2.623,119364
3,2010-05-28T04:00:00.000Z,2.759,119294
24,2010-05-14T04:00:00.000Z,3.112,119283
31,2011-09-02T04:00:00.000Z,3.533,119240
24,2012-07-20T04:00:00.000Z,3.732,119198
10,2012-01-27T05:00:00.000Z,3.675,119192
28,2010-12-03T05:00:00.000Z,3.041,119167
24,2011-04-22T04:00:00.000Z,4.061,119159
41,2012-06-15T04:00:00.000Z,3.723,119097
24,2012-05-25T04:00:00.000Z,3.979,119003
1,2010-10-01T04:00:00.000Z,2.603,118967
1,2011-01-28T05:00:00.000Z,3.01,118958
1,2011-04-01T04:00:00.000Z,3.524,118903
6,2011-11-11T05:00:00.000Z,3.297,118901
19,2012-03-02T05:00:00.000Z,3.983,118891
31,2010-04-16T04:00:00.000Z,2.808,118886
19,2012-08-10T04:00:00.000Z,3.863,118870
19,2011-10-21T04:00:00.000Z,3.757,118841
39,2012-01-27T05:00:00.000Z,3.29,118811
31,2010-08-13T04:00:00.000Z,2.692,118791
24,2012-01-20T05:00:00.000Z,3.705,118762
24,2011-10-21T04:00:00.000Z,3.757,118741
26,2011-09-30T04:00:00.000Z,3.684,118632
31,2010-10-15T04:00:00.000Z,2.72,118593
19,2011-04-22T04:00:00.000Z,4.061,118563
39,2012-03-16T04:00:00.000Z,3.734,118526
39,2012-09-14T04:00:00.000Z,3.717,118513
28,2012-02-10T05:00:00.000Z,3.722,118482
41,2011-04-22T04:00:00.000Z,3.636,118470
10,2012-01-20T05:00:00.000Z,3.66,118467
19,2012-02-24T05:00:00.000Z,3.917,118460
31,2012-06-01T04:00:00.000Z,3.501,118431
31,2011-09-30T04:00:00.000Z,3.355,118424
24,2011-06-03T04:00:00.000Z,4.069,118412
19,2010-11-05T04:00:00.000Z,3.049,118388
10,2012-08-17T04:00:00.000Z,4.002,118339
26,2011-02-04T05:00:00.000Z,3.24,118337
41,2012-04-13T04:00:00.000Z,3.901,118313
39,2012-07-13T04:00:00.000Z,3.256,118308
19,2012-01-13T05:00:00.000Z,3.666,118292
39,2012-06-15T04:00:00.000Z,3.393,118273
19,2012-06-08T04:00:00.000Z,3.871,118266
41,2010-11-05T04:00:00.000Z,2.729,118246
39,2011-10-21T04:00:00.000Z,3.353,118241
31,2010-08-06T04:00:00.000Z,2.627,118160
27,2012-01-27T05:00:00.000Z,3.737,118083
10,2010-09-03T04:00:00.000Z,3.087,118056
31,2011-01-28T05:00:00.000Z,3.01,118050
41,2011-04-08T04:00:00.000Z,3.532,118038
10,2012-03-23T04:00:00.000Z,4.288,117990
10,2011-06-24T04:00:00.000Z,3.807,117949
1,2010-08-27T04:00:00.000Z,2.619,117930
41,2012-07-27T04:00:00.000Z,3.57,117837
31,2010-06-11T04:00:00.000Z,2.668,117831
19,2010-03-12T05:00:00.000Z,2.938,117813
18,2010-02-05T05:00:00.000Z,2.788,117802
19,2012-07-06T04:00:00.000Z,3.646,117793
24,2011-08-19T04:00:00.000Z,3.942,117698
10,2011-10-14T04:00:00.000Z,3.698,117679
32,2011-11-18T05:00:00.000Z,3.479,117677
26,2011-12-23T05:00:00.000Z,3.413,117674
40,2010-03-05T05:00:00.000Z,2.766,117654
19,2010-02-26T05:00:00.000Z,2.91,117635
41,2011-12-02T05:00:00.000Z,3.378,117623
19,2011-03-11T05:00:00.000Z,3.752,117525
23,2010-12-03T05:00:00.000Z,3.065,117503
31,2012-03-30T04:00:00.000Z,3.845,117501
41,2011-08-19T04:00:00.000Z,3.499,117489
28,2011-12-02T05:00:00.000Z,3.701,117443
19,2010-05-07T04:00:00.000Z,3.095,117387
19,2010-04-02T04:00:00.000Z,2.957,117370
1,2011-07-29T04:00:00.000Z,3.682,117285
39,2012-02-24T05:00:00.000Z,3.555,117226
40,2012-08-03T04:00:00.000Z,3.698,117217
19,2012-09-14T04:00:00.000Z,4.088,117190
10,2010-06-25T04:00:00.000Z,3.084,117168
3,2010-12-17T05:00:00.000Z,2.869,117167
10,2010-05-21T04:00:00.000Z,3.12,117150
31,2010-10-22T04:00:00.000Z,2.725,117148
26,2012-01-06T05:00:00.000Z,3.439,117103
41,2011-02-11T05:00:00.000Z,3.037,117080
10,2010-07-16T04:00:00.000Z,2.971,117063
19,2012-05-04T04:00:00.000Z,4.124,117056
39,2012-05-18T04:00:00.000Z,3.63,117035
27,2010-12-31T05:00:00.000Z,3.336,117023
19,2011-05-06T04:00:00.000Z,4.192,117018
39,2011-08-19T04:00:00.000Z,3.554,117002
31,2012-04-27T04:00:00.000Z,3.814,116993
31,2010-05-07T04:00:00.000Z,2.835,116990
31,2010-07-09T04:00:00.000Z,2.642,116974
3,2012-04-06T04:00:00.000Z,3.891,116959
24,2012-04-13T04:00:00.000Z,4.187,116931
19,2011-10-14T04:00:00.000Z,3.744,116912
31,2012-06-29T04:00:00.000Z,3.286,116909
13,2010-12-31T05:00:00.000Z,2.868,116883
3,2010-06-04T04:00:00.000Z,2.705,116868
24,2010-09-03T04:00:00.000Z,2.86,116827
7,2010-12-24T05:00:00.000Z,2.781,116753
26,2012-03-09T05:00:00.000Z,3.876,116689
1,2010-03-26T04:00:00.000Z,2.732,116689
39,2011-09-02T04:00:00.000Z,3.533,116671
28,2010-07-09T04:00:00.000Z,3.1,116627
31,2010-03-19T04:00:00.000Z,2.72,116620
26,2012-02-03T05:00:00.000Z,3.633,116610
10,2011-09-23T04:00:00.000Z,3.789,116602
41,2011-09-02T04:00:00.000Z,3.511,116588
26,2011-11-04T04:00:00.000Z,3.586,116563
26,2010-02-05T05:00:00.000Z,2.788,116562
41,2011-08-26T04:00:00.000Z,3.485,116548
31,2011-03-25T04:00:00.000Z,3.473,116515
24,2010-04-09T04:00:00.000Z,2.992,116485
24,2011-02-18T05:00:00.000Z,3.42,116477
3,2010-03-26T04:00:00.000Z,2.732,116425
19,2012-08-24T04:00:00.000Z,3.997,116413
10,2010-05-14T04:00:00.000Z,3.145,116408
10,2010-10-01T04:00:00.000Z,3.001,116384
41,2011-10-21T04:00:00.000Z,3.548,116378
1,2010-10-29T04:00:00.000Z,2.716,116370
39,2011-12-02T05:00:00.000Z,3.172,116367
31,2012-07-27T04:00:00.000Z,3.407,116349
3,2011-01-21T05:00:00.000Z,3.016,116346
31,2010-08-20T04:00:00.000Z,2.664,116334
24,2011-09-23T04:00:00.000Z,3.899,116314
26,2011-10-07T04:00:00.000Z,3.633,116288
24,2012-07-27T04:00:00.000Z,3.82,116273
1,2010-07-23T04:00:00.000Z,2.608,116256
31,2011-04-01T04:00:00.000Z,3.524,116179
24,2010-10-15T04:00:00.000Z,2.999,116169
24,2011-09-30T04:00:00.000Z,3.858,116140
10,2011-01-07T05:00:00.000Z,3.287,116112
41,2012-07-20T04:00:00.000Z,3.585,116052
19,2010-11-19T05:00:00.000Z,3.138,116021
26,2012-10-05T04:00:00.000Z,4.027,116015
39,2012-06-29T04:00:00.000Z,3.286,115994
39,2012-03-23T04:00:00.000Z,3.787,115992
32,2011-11-11T05:00:00.000Z,3.505,115899
39,2012-04-20T04:00:00.000Z,3.877,115872
3,2010-08-13T04:00:00.000Z,2.692,115848
39,2012-05-04T04:00:00.000Z,3.749,115821
3,2010-03-19T04:00:00.000Z,2.72,115740
3,2010-10-22T04:00:00.000Z,2.725,115721
41,2012-03-23T04:00:00.000Z,3.664,115717
19,2012-02-17T05:00:00.000Z,3.874,115716
32,2011-11-04T04:00:00.000Z,3.527,115696
39,2012-03-09T05:00:00.000Z,3.669,115685
3,2010-08-20T04:00:00.000Z,2.664,115670
3,2012-01-06T05:00:00.000Z,3.157,115661
26,2011-07-01T04:00:00.000Z,3.815,115645
3,2010-06-25T04:00:00.000Z,2.653,115599
18,2010-06-04T04:00:00.000Z,2.857,115566
26,2010-10-01T04:00:00.000Z,2.717,115535
40,2010-02-05T05:00:00.000Z,2.788,115501
31,2011-06-03T04:00:00.000Z,3.699,115494
1,2010-10-22T04:00:00.000Z,2.725,115463
40,2012-05-04T04:00:00.000Z,3.991,115340
26,2011-04-01T04:00:00.000Z,3.638,115274
41,2011-05-06T04:00:00.000Z,3.735,115273
41,2011-01-14T05:00:00.000Z,2.911,115253
24,2011-07-22T04:00:00.000Z,3.972,115230
10,2012-08-24T04:00:00.000Z,4.055,115171
24,2011-07-15T04:00:00.000Z,3.915,115147
19,2010-08-06T04:00:00.000Z,2.942,115123
41,2011-01-21T05:00:00.000Z,2.973,115028
10,2011-07-15T04:00:00.000Z,3.779,115005
24,2012-08-31T04:00:00.000Z,4.026,115000
41,2012-01-27T05:00:00.000Z,3.038,114964
41,2012-01-20T05:00:00.000Z,3.055,114960
24,2012-02-17T05:00:00.000Z,3.874,114956
31,2011-07-01T04:00:00.000Z,3.524,114945
23,2011-12-09T05:00:00.000Z,3.47,114937
31,2010-06-18T04:00:00.000Z,2.637,114899
41,2010-10-08T04:00:00.000Z,2.745,114866
24,2011-06-17T04:00:00.000Z,3.989,114784
41,2011-08-05T04:00:00.000Z,3.554,114779
41,2012-04-20T04:00:00.000Z,3.936,114777
10,2010-09-10T04:00:00.000Z,2.961,114745
1,2010-09-24T04:00:00.000Z,2.624,114703
41,2011-04-15T04:00:00.000Z,3.611,114692
39,2010-06-04T04:00:00.000Z,2.705,114691
39,2011-06-03T04:00:00.000Z,3.699,114636
39,2012-06-22T04:00:00.000Z,3.346,114614
31,2011-06-24T04:00:00.000Z,3.594,114611
26,2010-05-07T04:00:00.000Z,2.981,114604
31,2010-06-04T04:00:00.000Z,2.705,114560
24,2011-04-15T04:00:00.000Z,3.981,114541
40,2011-11-11T05:00:00.000Z,3.57,114533
10,2010-09-24T04:00:00.000Z,2.939,114519
31,2011-07-29T04:00:00.000Z,3.682,114493
19,2012-08-31T04:00:00.000Z,4.026,114468
11,2010-02-05T05:00:00.000Z,2.572,114462
31,2010-12-03T05:00:00.000Z,2.708,114448
10,2011-07-01T04:00:00.000Z,3.842,114398
11,2010-02-12T05:00:00.000Z,2.548,114395
31,2010-10-29T04:00:00.000Z,2.716,114344
6,2012-04-06T04:00:00.000Z,3.891,114341
24,2012-08-24T04:00:00.000Z,3.997,114312
10,2011-04-22T04:00:00.000Z,3.917,114309
39,2011-09-09T04:00:00.000Z,3.546,114296
41,2012-06-29T04:00:00.000Z,3.693,114286
18,2010-02-12T05:00:00.000Z,2.771,114262
41,2012-06-01T04:00:00.000Z,3.764,114254
28,2010-10-08T04:00:00.000Z,3.013,114250
19,2011-01-28T05:00:00.000Z,3.402,114226
10,2010-04-30T04:00:00.000Z,3.105,114223
3,2011-09-16T04:00:00.000Z,3.526,114211
24,2010-09-17T04:00:00.000Z,2.846,114193
26,2011-08-12T04:00:00.000Z,3.88,114178
10,2011-05-13T04:00:00.000Z,4.202,114133
10,2010-06-11T04:00:00.000Z,3.057,114099
41,2011-03-11T05:00:00.000Z,3.372,114092
24,2011-05-13T04:00:00.000Z,4.211,114028
40,2011-12-02T05:00:00.000Z,3.501,114001
