id,s_date,temperature,max_ws
41,2012-01-06T05:00:00.000Z,37.21,122860
6,2011-11-18T05:00:00.000Z,63.89,122854
19,2011-11-04T04:00:00.000Z,44.97,122817
28,2011-12-09T05:00:00.000Z,42.17,122742
1,2011-08-26T04:00:00.000Z,87.96,122722
39,2012-04-13T04:00:00.000Z,71.59,122693
24,2012-03-02T05:00:00.000Z,35.36,122693
41,2012-01-13T05:00:00.000Z,27.49,122622
11,2012-02-10T05:00:00.000Z,52.23,122603
26,2012-04-06T04:00:00.000Z,33.35,122525
41,2012-09-21T04:00:00.000Z,59.81,122479
1,2011-09-23T04:00:00.000Z,75.8,122462
19,2010-07-09T04:00:00.000Z,78.22,122462
1,2012-09-28T04:00:00.000Z,76.08,122434
39,2012-02-10T05:00:00.000Z,52.89,122347
19,2012-10-12T04:00:00.000Z,48.29,122329
24,2010-04-02T04:00:00.000Z,45.22,122311
1,2011-03-25T04:00:00.000Z,69.97,122280
4,2010-12-31T05:00:00.000Z,38.09,122263
19,2010-11-12T05:00:00.000Z,40.3,122255
28,2011-07-08T04:00:00.000Z,89.9,122240
24,2012-09-21T04:00:00.000Z,61.25,122231
31,2011-12-02T05:00:00.000Z,48.72,122081
24,2010-06-11T04:00:00.000Z,64.84,122032
31,2010-02-26T05:00:00.000Z,45.31,121965
39,2012-02-03T05:00:00.000Z,60.69,121943
3,2010-04-30T04:00:00.000Z,70.24,121936
31,2012-09-28T04:00:00.000Z,80.38,121930
1,2010-05-28T04:00:00.000Z,80.44,121902
41,2011-09-09T04:00:00.000Z,58.31,121848
1,2011-06-24T04:00:00.000Z,83.58,121815
16,2010-11-26T05:00:00.000Z,23.46,121806
31,2010-03-05T05:00:00.000Z,48.61,121805
19,2012-10-05T04:00:00.000Z,59.86,121726
10,2011-04-29T04:00:00.000Z,73.38,121610
3,2011-02-18T05:00:00.000Z,61.58,121510
1,2011-07-22T04:00:00.000Z,85.77,121483
19,2011-02-11T05:00:00.000Z,21.79,121439
10,2012-10-05T04:00:00.000Z,80.88,121409
10,2010-04-23T04:00:00.000Z,66.42,121366
39,2011-11-11T05:00:00.000Z,63.11,121344
39,2011-08-26T04:00:00.000Z,86.49,121243
24,2012-06-15T04:00:00.000Z,68.28,121220
28,2010-06-11T04:00:00.000Z,90.84,121176
10,2010-09-17T04:00:00.000Z,85.52,121140
10,2012-10-26T04:00:00.000Z,70.5,121127
26,2011-01-07T05:00:00.000Z,21.13,121093
10,2010-11-05T04:00:00.000Z,71.04,121087
3,2010-06-18T04:00:00.000Z,83.52,121083
31,2012-05-25T04:00:00.000Z,79.49,121079
24,2012-06-29T04:00:00.000Z,70.4,121032
40,2011-12-09T05:00:00.000Z,34.48,120976
24,2012-08-17T04:00:00.000Z,72.87,120975
10,2012-04-06T04:00:00.000Z,65.99,120897
26,2010-04-09T04:00:00.000Z,50.13,120889
23,2012-04-06T04:00:00.000Z,37.43,120877
11,2011-12-16T05:00:00.000Z,59.69,120875
10,2012-08-03T04:00:00.000Z,84.76,120828
24,2010-08-13T04:00:00.000Z,74.17,120822
39,2012-08-03T04:00:00.000Z,84.05,120819
19,2011-02-04T05:00:00.000Z,21.02,120793
19,2012-05-11T04:00:00.000Z,55.33,120679
40,2012-01-06T05:00:00.000Z,23.29,120645
39,2012-06-01T04:00:00.000Z,80.33,120590
39,2011-10-07T04:00:00.000Z,71.68,120558
40,2012-06-08T04:00:00.000Z,55.78,120537
1,2011-09-30T04:00:00.000Z,79.69,120507
26,2011-09-02T04:00:00.000Z,59.67,120480
31,2011-08-26T04:00:00.000Z,92.07,120416
31,2011-02-25T05:00:00.000Z,61.27,120397
39,2012-05-25T04:00:00.000Z,78.31,120388
19,2010-09-03T04:00:00.000Z,74.69,120378
41,2012-05-11T04:00:00.000Z,50.22,120370
31,2010-09-17T04:00:00.000Z,83.03,120304
31,2012-08-31T04:00:00.000Z,83.58,120239
39,2011-02-04T05:00:00.000Z,45.96,120192
10,2010-07-23T04:00:00.000Z,88.44,120192
1,2010-06-25T04:00:00.000Z,84.34,120172
41,2012-05-04T04:00:00.000Z,52.86,120098
10,2011-04-01T04:00:00.000Z,67.64,120086
19,2012-01-20T05:00:00.000Z,23.44,120065
19,2010-02-12T05:00:00.000Z,23.22,120060
1,2011-12-30T05:00:00.000Z,44.55,120037
1,2010-05-21T04:00:00.000Z,76.44,120037
41,2012-07-13T04:00:00.000Z,67.24,120010
3,2010-02-19T05:00:00.000Z,47.07,119959
39,2012-02-17T05:00:00.000Z,52.75,119898
39,2010-11-19T05:00:00.000Z,55.5,119848
35,2010-03-12T05:00:00.000Z,45.98,119818
1,2011-05-27T04:00:00.000Z,77.72,119816
6,2010-03-05T05:00:00.000Z,49.63,119812
24,2012-02-24T05:00:00.000Z,37.35,119800
10,2010-07-02T04:00:00.000Z,92.89,119787
20,2010-12-31T05:00:00.000Z,28.85,119731
24,2010-06-04T04:00:00.000Z,71.99,119716
3,2011-08-05T04:00:00.000Z,88.45,119670
6,2012-07-06T04:00:00.000Z,82.95,119608
19,2011-08-26T04:00:00.000Z,69.34,119583
39,2012-09-28T04:00:00.000Z,78.04,119555
39,2012-03-02T05:00:00.000Z,64.05,119531
41,2011-03-04T05:00:00.000Z,34.99,119530
8,2010-12-24T05:00:00.000Z,45.67,119510
19,2011-03-04T05:00:00.000Z,29.28,119503
31,2010-04-09T04:00:00.000Z,65.74,119479
28,2012-03-02T05:00:00.000Z,52.27,119476
1,2010-12-03T05:00:00.000Z,49.27,119422
28,2011-04-08T04:00:00.000Z,64.47,119379
31,2010-07-16T04:00:00.000Z,85.61,119364
3,2010-05-28T04:00:00.000Z,78.6,119294
24,2010-05-14T04:00:00.000Z,51.31,119283
31,2011-09-02T04:00:00.000Z,91.94,119240
24,2012-07-20T04:00:00.000Z,76.42,119198
10,2012-01-27T05:00:00.000Z,53.59,119192
28,2010-12-03T05:00:00.000Z,43.33,119167
24,2011-04-22T04:00:00.000Z,46,119159
41,2012-06-15T04:00:00.000Z,64.92,119097
24,2012-05-25T04:00:00.000Z,65.79,119003
1,2010-10-01T04:00:00.000Z,71.89,118967
1,2011-01-28T05:00:00.000Z,43.83,118958
1,2011-04-01T04:00:00.000Z,59.17,118903
6,2011-11-11T05:00:00.000Z,61.33,118901
19,2012-03-02T05:00:00.000Z,34.83,118891
31,2010-04-16T04:00:00.000Z,67.87,118886
19,2012-08-10T04:00:00.000Z,74.45,118870
19,2011-10-21T04:00:00.000Z,52.05,118841
39,2012-01-27T05:00:00.000Z,60.65,118811
31,2010-08-13T04:00:00.000Z,89.65,118791
24,2012-01-20T05:00:00.000Z,25.73,118762
24,2011-10-21T04:00:00.000Z,56.6,118741
26,2011-09-30T04:00:00.000Z,59.42,118632
31,2010-10-15T04:00:00.000Z,68.61,118593
19,2011-04-22T04:00:00.000Z,41.66,118563
39,2012-03-16T04:00:00.000Z,65.81,118526
39,2012-09-14T04:00:00.000Z,76.71,118513
28,2012-02-10T05:00:00.000Z,52.27,118482
41,2011-04-22T04:00:00.000Z,42.86,118470
10,2012-01-20T05:00:00.000Z,54.51,118467
19,2012-02-24T05:00:00.000Z,33.91,118460
31,2012-06-01T04:00:00.000Z,79.24,118431
31,2011-09-30T04:00:00.000Z,78.91,118424
24,2011-06-03T04:00:00.000Z,73.12,118412
19,2010-11-05T04:00:00.000Z,41.78,118388
10,2012-08-17T04:00:00.000Z,88.83,118339
26,2011-02-04T05:00:00.000Z,11.17,118337
41,2012-04-13T04:00:00.000Z,46.84,118313
39,2012-07-13T04:00:00.000Z,78.16,118308
19,2012-01-13T05:00:00.000Z,37.08,118292
39,2012-06-15T04:00:00.000Z,81.33,118273
19,2012-06-08T04:00:00.000Z,60.19,118266
41,2010-11-05T04:00:00.000Z,46.74,118246
39,2011-10-21T04:00:00.000Z,67.65,118241
31,2010-08-06T04:00:00.000Z,90.3,118160
27,2012-01-27T05:00:00.000Z,36.96,118083
10,2010-09-03T04:00:00.000Z,83.8,118056
31,2011-01-28T05:00:00.000Z,44.04,118050
41,2011-04-08T04:00:00.000Z,42.87,118038
10,2012-03-23T04:00:00.000Z,56.54,117990
10,2011-06-24T04:00:00.000Z,90.69,117949
1,2010-08-27T04:00:00.000Z,85.22,117930
41,2012-07-27T04:00:00.000Z,73.31,117837
31,2010-06-11T04:00:00.000Z,83.51,117831
19,2010-03-12T05:00:00.000Z,39.06,117813
18,2010-02-05T05:00:00.000Z,21.33,117802
19,2012-07-06T04:00:00.000Z,76.07,117793
24,2011-08-19T04:00:00.000Z,69.93,117698
10,2011-10-14T04:00:00.000Z,70.27,117679
32,2011-11-18T05:00:00.000Z,42.61,117677
26,2011-12-23T05:00:00.000Z,22.53,117674
40,2010-03-05T05:00:00.000Z,34.78,117654
19,2010-02-26T05:00:00.000Z,30.33,117635
41,2011-12-02T05:00:00.000Z,34.53,117623
19,2011-03-11T05:00:00.000Z,35.59,117525
23,2010-12-03T05:00:00.000Z,34.3,117503
31,2012-03-30T04:00:00.000Z,67.87,117501
41,2011-08-19T04:00:00.000Z,70.55,117489
28,2011-12-02T05:00:00.000Z,52.5,117443
19,2010-05-07T04:00:00.000Z,62.54,117387
19,2010-04-02T04:00:00.000Z,45.26,117370
1,2011-07-29T04:00:00.000Z,86.83,117285
39,2012-02-24T05:00:00.000Z,61.1,117226
40,2012-08-03T04:00:00.000Z,70.15,117217
19,2012-09-14T04:00:00.000Z,65.08,117190
10,2010-06-25T04:00:00.000Z,90.32,117168
3,2010-12-17T05:00:00.000Z,52.2,117167
10,2010-05-21T04:00:00.000Z,78.32,117150
31,2010-10-22T04:00:00.000Z,70.72,117148
26,2012-01-06T05:00:00.000Z,22.94,117103
41,2011-02-11T05:00:00.000Z,16.81,117080
10,2010-07-16T04:00:00.000Z,91.8,117063
19,2012-05-04T04:00:00.000Z,50.76,117056
39,2012-05-18T04:00:00.000Z,72.36,117035
27,2010-12-31T05:00:00.000Z,29.59,117023
19,2011-05-06T04:00:00.000Z,50.43,117018
39,2011-08-19T04:00:00.000Z,87.93,117002
31,2012-04-27T04:00:00.000Z,69.21,116993
31,2010-05-07T04:00:00.000Z,70.87,116990
31,2010-07-09T04:00:00.000Z,81.67,116974
3,2012-04-06T04:00:00.000Z,73.01,116959
24,2012-04-13T04:00:00.000Z,48.65,116931
19,2011-10-14T04:00:00.000Z,61.86,116912
31,2012-06-29T04:00:00.000Z,88.05,116909
13,2010-12-31T05:00:00.000Z,26.79,116883
3,2010-06-04T04:00:00.000Z,78.53,116868
24,2010-09-03T04:00:00.000Z,73.52,116827
7,2010-12-24T05:00:00.000Z,26.04,116753
26,2012-03-09T05:00:00.000Z,29.03,116689
1,2010-03-26T04:00:00.000Z,51.45,116689
39,2011-09-02T04:00:00.000Z,88.65,116671
28,2010-07-09T04:00:00.000Z,90.37,116627
31,2010-03-19T04:00:00.000Z,54.68,116620
26,2012-02-03T05:00:00.000Z,25.24,116610
10,2011-09-23T04:00:00.000Z,82.51,116602
41,2011-09-02T04:00:00.000Z,70.37,116588
26,2011-11-04T04:00:00.000Z,31.7,116563
26,2010-02-05T05:00:00.000Z,9.55,116562
41,2011-08-26T04:00:00.000Z,71.61,116548
31,2011-03-25T04:00:00.000Z,70.33,116515
24,2010-04-09T04:00:00.000Z,62.06,116485
24,2011-02-18T05:00:00.000Z,34.04,116477
3,2010-03-26T04:00:00.000Z,57.06,116425
19,2012-08-24T04:00:00.000Z,66.66,116413
10,2010-05-14T04:00:00.000Z,73.88,116408
10,2010-10-01T04:00:00.000Z,86.01,116384
41,2011-10-21T04:00:00.000Z,45.62,116378
1,2010-10-29T04:00:00.000Z,69.64,116370
39,2011-12-02T05:00:00.000Z,53.14,116367
31,2012-07-27T04:00:00.000Z,88.09,116349
3,2011-01-21T05:00:00.000Z,50.74,116346
31,2010-08-20T04:00:00.000Z,89.58,116334
24,2011-09-23T04:00:00.000Z,60.61,116314
26,2011-10-07T04:00:00.000Z,46.84,116288
24,2012-07-27T04:00:00.000Z,73.62,116273
1,2010-07-23T04:00:00.000Z,83.36,116256
31,2011-04-01T04:00:00.000Z,56.36,116179
24,2010-10-15T04:00:00.000Z,52.83,116169
24,2011-09-30T04:00:00.000Z,68,116140
10,2011-01-07T05:00:00.000Z,43.43,116112
41,2012-07-20T04:00:00.000Z,74.06,116052
19,2010-11-19T05:00:00.000Z,44.22,116021
26,2012-10-05T04:00:00.000Z,54.07,116015
39,2012-06-29T04:00:00.000Z,85.72,115994
39,2012-03-23T04:00:00.000Z,67.91,115992
32,2011-11-11T05:00:00.000Z,38.1,115899
39,2012-04-20T04:00:00.000Z,70.04,115872
3,2010-08-13T04:00:00.000Z,86.74,115848
39,2012-05-04T04:00:00.000Z,77.15,115821
3,2010-03-19T04:00:00.000Z,60.42,115740
3,2010-10-22T04:00:00.000Z,71.64,115721
41,2012-03-23T04:00:00.000Z,44.04,115717
19,2012-02-17T05:00:00.000Z,30.95,115716
32,2011-11-04T04:00:00.000Z,37.95,115696
39,2012-03-09T05:00:00.000Z,61.64,115685
3,2010-08-20T04:00:00.000Z,88.02,115670
3,2012-01-06T05:00:00.000Z,52.42,115661
26,2011-07-01T04:00:00.000Z,59.89,115645
3,2010-06-25T04:00:00.000Z,83.79,115599
18,2010-06-04T04:00:00.000Z,70.28,115566
26,2010-10-01T04:00:00.000Z,57.8,115535
40,2010-02-05T05:00:00.000Z,14.48,115501
31,2011-06-03T04:00:00.000Z,83.82,115494
1,2010-10-22T04:00:00.000Z,69.86,115463
40,2012-05-04T04:00:00.000Z,44.47,115340
26,2011-04-01T04:00:00.000Z,22.99,115274
41,2011-05-06T04:00:00.000Z,41.2,115273
41,2011-01-14T05:00:00.000Z,22.44,115253
24,2011-07-22T04:00:00.000Z,79.29,115230
10,2012-08-24T04:00:00.000Z,82.5,115171
24,2011-07-15T04:00:00.000Z,74.43,115147
19,2010-08-06T04:00:00.000Z,74.2,115123
41,2011-01-21T05:00:00.000Z,32.7,115028
10,2011-07-15T04:00:00.000Z,86.01,115005
24,2012-08-31T04:00:00.000Z,71.18,115000
41,2012-01-27T05:00:00.000Z,33.15,114964
41,2012-01-20T05:00:00.000Z,31.56,114960
24,2012-02-17T05:00:00.000Z,33.92,114956
31,2011-07-01T04:00:00.000Z,87.57,114945
23,2011-12-09T05:00:00.000Z,36.4,114937
31,2010-06-18T04:00:00.000Z,86.18,114899
41,2010-10-08T04:00:00.000Z,57.1,114866
24,2011-06-17T04:00:00.000Z,64.34,114784
41,2011-08-05T04:00:00.000Z,72.19,114779
41,2012-04-20T04:00:00.000Z,43.57,114777
10,2010-09-10T04:00:00.000Z,84.04,114745
1,2010-09-24T04:00:00.000Z,80.94,114703
41,2011-04-15T04:00:00.000Z,39.94,114692
39,2010-06-04T04:00:00.000Z,79.83,114691
39,2011-06-03T04:00:00.000Z,83.59,114636
39,2012-06-22T04:00:00.000Z,79.84,114614
31,2011-06-24T04:00:00.000Z,85.72,114611
26,2010-05-07T04:00:00.000Z,54.72,114604
31,2010-06-04T04:00:00.000Z,82.68,114560
24,2011-04-15T04:00:00.000Z,52.36,114541
40,2011-11-11T05:00:00.000Z,40.75,114533
10,2010-09-24T04:00:00.000Z,85.75,114519
31,2011-07-29T04:00:00.000Z,91.56,114493
19,2012-08-31T04:00:00.000Z,71.85,114468
11,2010-02-05T05:00:00.000Z,46.04,114462
31,2010-12-03T05:00:00.000Z,50.43,114448
10,2011-07-01T04:00:00.000Z,95.36,114398
11,2010-02-12T05:00:00.000Z,48.01,114395
31,2010-10-29T04:00:00.000Z,67.51,114344
6,2012-04-06T04:00:00.000Z,71.6,114341
24,2012-08-24T04:00:00.000Z,68.13,114312
10,2011-04-22T04:00:00.000Z,75.93,114309
39,2011-09-09T04:00:00.000Z,79.15,114296
41,2012-06-29T04:00:00.000Z,76.54,114286
18,2010-02-12T05:00:00.000Z,26.41,114262
41,2012-06-01T04:00:00.000Z,57.29,114254
28,2010-10-08T04:00:00.000Z,71.82,114250
19,2011-01-28T05:00:00.000Z,20.66,114226
10,2010-04-30T04:00:00.000Z,69.76,114223
3,2011-09-16T04:00:00.000Z,83.63,114211
24,2010-09-17T04:00:00.000Z,60.31,114193
26,2011-08-12T04:00:00.000Z,62.99,114178
10,2011-05-13T04:00:00.000Z,74.04,114133
10,2010-06-11T04:00:00.000Z,89.67,114099
41,2011-03-11T05:00:00.000Z,31.6,114092
24,2011-05-13T04:00:00.000Z,58.49,114028
40,2011-12-02T05:00:00.000Z,38.51,114001
41,2011-08-12T04:00:00.000Z,67.65,113990
26,2011-04-29T04:00:00.000Z,47.17,113986
19,2011-12-02T05:00:00.000Z,45.67,113982
7,2011-12-23T05:00:00.000Z,12.19,113975
32,2010-12-17T05:00:00.000Z,36.07,113853
40,2010-12-24T05:00:00.000Z,24.18,113845
39,2012-05-11T04:00:00.000Z,75.52,113830
28,2011-11-11T05:00:00.000Z,48.76,113820
24,2011-12-02T05:00:00.000Z,47.21,113774
3,2010-10-29T04:00:00.000Z,72.04,113769
39,2011-10-28T04:00:00.000Z,71.05,113759
19,2011-06-10T04:00:00.000Z,68.26,113656
40,2011-08-05T04:00:00.000Z,68.1,113623
41,2011-07-08T04:00:00.000Z,68.49,113574
35,2011-12-16T05:00:00.000Z,40.68,113555
24,2011-09-16T04:00:00.000Z,65.56,113548
10,2012-10-12T04:00:00.000Z,76.03,113547
6,2010-11-12T05:00:00.000Z,62.11,113524
10,2011-09-16T04:00:00.000Z,77.49,113522
24,2012-06-01T04:00:00.000Z,71.79,113518
35,2012-02-10T05:00:00.000Z,37.86,113478
41,2011-09-16T04:00:00.000Z,54.82,113450
39,2012-03-30T04:00:00.000Z,69.11,113436
26,2011-02-18T05:00:00.000Z,19.63,113365
24,2011-02-25T05:00:00.000Z,26.09,113347
39,2012-07-27T04:00:00.000Z,82.89,113297
10,2010-07-09T04:00:00.000Z,91.03,113294
41,2012-06-22T04:00:00.000Z,66.88,113212
26,2012-06-08T04:00:00.000Z,49.43,113211
26,2012-06-29T04:00:00.000Z,60.71,113205
10,2011-06-03T04:00:00.000Z,81.87,113180
40,2012-02-03T05:00:00.000Z,27.86,113179
26,2010-07-02T04:00:00.000Z,58.9,113160
10,2010-03-26T04:00:00.000Z,60.05,113134
26,2010-09-03T04:00:00.000Z,66.93,113103
19,2011-09-16T04:00:00.000Z,62.76,113103
24,2012-03-16T04:00:00.000Z,48.68,113102
26,2011-06-03T04:00:00.000Z,60.49,113040
19,2010-06-04T04:00:00.000Z,68.88,113022
41,2011-05-20T04:00:00.000Z,41.11,113019
10,2010-10-22T04:00:00.000Z,68.12,113004
24,2010-02-19T05:00:00.000Z,31.05,112987
35,2011-12-30T05:00:00.000Z,37.85,112986
23,2012-02-10T05:00:00.000Z,26.6,112970
19,2011-08-12T04:00:00.000Z,70.92,112962
24,2012-04-27T04:00:00.000Z,49.26,112924
39,2012-04-27T04:00:00.000Z,69.11,112922
3,2011-03-25T04:00:00.000Z,72.94,112889
1,2011-04-29T04:00:00.000Z,72.03,112882
1,2011-02-25T05:00:00.000Z,62.9,112865
6,2010-06-04T04:00:00.000Z,79.44,112856
24,2011-01-28T05:00:00.000Z,17.91,112804
6,2012-03-16T04:00:00.000Z,62.8,112804
3,2010-06-11T04:00:00.000Z,82.1,112799
19,2010-02-19T05:00:00.000Z,28.57,112784
19,2011-08-05T04:00:00.000Z,73.84,112773
19,2011-01-14T05:00:00.000Z,21.68,112750
19,2011-02-18T05:00:00.000Z,34.74,112745
18,2010-02-19T05:00:00.000Z,30.91,112680
10,2010-10-15T04:00:00.000Z,75.48,112657
21,2010-12-17T05:00:00.000Z,48.63,112632
19,2010-04-16T04:00:00.000Z,49.67,112582
23,2010-04-02T04:00:00.000Z,40.5,112577
6,2010-12-10T05:00:00.000Z,48.46,112573
31,2010-09-03T04:00:00.000Z,82.57,112566
3,2010-02-12T05:00:00.000Z,47.93,112534
10,2011-07-22T04:00:00.000Z,88.59,112529
24,2010-12-03T05:00:00.000Z,37.08,112524
10,2012-08-10T04:00:00.000Z,90.78,112523
39,2011-10-14T04:00:00.000Z,73.79,112511
26,2011-12-02T05:00:00.000Z,36.74,112484
32,2012-04-06T04:00:00.000Z,51.49,112483
32,2010-12-10T05:00:00.000Z,36.62,112438
41,2010-10-22T04:00:00.000Z,48.09,112413
3,2011-04-08T04:00:00.000Z,72.55,112367
19,2010-08-13T04:00:00.000Z,72.71,112325
19,2012-04-27T04:00:00.000Z,42.45,112318
28,2011-11-18T05:00:00.000Z,54.2,112303
6,2010-07-02T04:00:00.000Z,80.34,112292
6,2010-02-05T05:00:00.000Z,40.43,112279
6,2011-02-04T05:00:00.000Z,40.59,112271
31,2011-12-30T05:00:00.000Z,45.16,112250
24,2010-10-22T04:00:00.000Z,48.69,112227
24,2011-05-20T04:00:00.000Z,59.84,112214
28,2011-09-09T04:00:00.000Z,88,112169
26,2011-11-11T05:00:00.000Z,40.08,112168
19,2010-08-27T04:00:00.000Z,66.4,112157
42,2011-11-11T05:00:00.000Z,55.28,112152
19,2011-01-07T05:00:00.000Z,31.34,112142
26,2011-05-06T04:00:00.000Z,45,112100
6,2010-06-18T04:00:00.000Z,83.89,112058
3,2012-04-20T04:00:00.000Z,72.05,112036
40,2011-12-16T05:00:00.000Z,29.53,112033
19,2012-09-21T04:00:00.000Z,60.62,111964
19,2011-07-08T04:00:00.000Z,73.2,111955
19,2010-10-15T04:00:00.000Z,51.32,111949
41,2011-04-01T04:00:00.000Z,38.16,111862
24,2010-05-28T04:00:00.000Z,69.59,111853
26,2012-08-10T04:00:00.000Z,67.01,111813
19,2011-10-28T04:00:00.000Z,46.49,111812
31,2010-04-02T04:00:00.000Z,64.12,111766
31,2010-05-21T04:00:00.000Z,74.24,111720
41,2010-02-05T05:00:00.000Z,30.27,111704
1,2010-04-23T04:00:00.000Z,64.84,111703
41,2012-03-16T04:00:00.000Z,47.76,111640
31,2011-04-29T04:00:00.000Z,70.19,111549
31,2011-05-27T04:00:00.000Z,76.86,111546
24,2011-07-29T04:00:00.000Z,74.84,111424
32,2012-03-02T05:00:00.000Z,33.4,111414
32,2011-10-14T04:00:00.000Z,50.15,111342
19,2010-03-26T04:00:00.000Z,39.07,111316
28,2011-07-01T04:00:00.000Z,89.85,111316
19,2012-10-19T04:00:00.000Z,53.44,111289
10,2012-04-20T04:00:00.000Z,67.75,111288
41,2010-09-10T04:00:00.000Z,63.3,111271
16,2012-10-19T04:00:00.000Z,40.59,111246
19,2010-09-17T04:00:00.000Z,58.68,111245
19,2010-06-11T04:00:00.000Z,61.64,111219
10,2010-04-16T04:00:00.000Z,69.74,111208
26,2012-01-27T05:00:00.000Z,24.16,111141
41,2012-03-30T04:00:00.000Z,51.56,111128
24,2010-08-27T04:00:00.000Z,67,111118
24,2012-06-22T04:00:00.000Z,72.29,111111
24,2011-01-21T05:00:00.000Z,23.69,111085
32,2012-03-09T05:00:00.000Z,39.9,111031
28,2010-04-16T04:00:00.000Z,64.95,111011
40,2011-11-04T04:00:00.000Z,35.4,110976
41,2010-08-20T04:00:00.000Z,66.19,110976
31,2010-04-23T04:00:00.000Z,64.21,110964
26,2011-07-15T04:00:00.000Z,64.43,110849
26,2012-08-03T04:00:00.000Z,65.6,110823
22,2011-12-16T05:00:00.000Z,39.11,110794
32,2012-10-26T04:00:00.000Z,47.22,110742
41,2012-05-18T04:00:00.000Z,55.24,110721
42,2012-01-13T05:00:00.000Z,51,110668
41,2010-10-15T04:00:00.000Z,49.91,110610
10,2011-06-10T04:00:00.000Z,84.57,110608
3,2010-07-09T04:00:00.000Z,81.75,110607
19,2012-09-28T04:00:00.000Z,56.81,110587
39,2010-12-10T05:00:00.000Z,50.81,110552
19,2011-07-01T04:00:00.000Z,67.64,110543
26,2010-03-05T05:00:00.000Z,28.6,110526
10,2012-09-07T04:00:00.000Z,83.07,110519
24,2011-05-27T04:00:00.000Z,65.74,110502
32,2012-01-06T05:00:00.000Z,36.75,110454
26,2012-10-19T04:00:00.000Z,43.51,110441
34,2010-12-24T05:00:00.000Z,42.74,110419
6,2012-02-10T05:00:00.000Z,48.58,110406
24,2012-05-18T04:00:00.000Z,63.1,110385
42,2012-02-10T05:00:00.000Z,55.73,110379
41,2011-02-18T05:00:00.000Z,39.39,110368
24,2011-04-01T04:00:00.000Z,35.73,110313
10,2012-06-01T04:00:00.000Z,80.06,110310
26,2012-02-10T05:00:00.000Z,23.89,110268
35,2011-11-11T05:00:00.000Z,49.69,110254
32,2012-10-12T04:00:00.000Z,43.49,110252
35,2011-03-04T05:00:00.000Z,36.99,110241
10,2011-07-29T04:00:00.000Z,86.75,110240
39,2011-07-01T04:00:00.000Z,84.93,110240
32,2012-02-10T05:00:00.000Z,23.34,110236
6,2011-07-08T04:00:00.000Z,88.36,110222
34,2011-12-23T05:00:00.000Z,32.45,110195
26,2010-10-08T04:00:00.000Z,46.81,110161
41,2010-09-03T04:00:00.000Z,64.13,110152
6,2012-03-09T05:00:00.000Z,57.89,110145
40,2012-03-09T05:00:00.000Z,30.58,110138
3,2010-12-24T05:00:00.000Z,57.16,110119
31,2010-08-27T04:00:00.000Z,86.2,110108
41,2010-10-29T04:00:00.000Z,42.16,110105
39,2011-09-16T04:00:00.000Z,83.11,110099
26,2010-04-02T04:00:00.000Z,36.53,110091
19,2011-09-30T04:00:00.000Z,64.99,110048
32,2012-01-13T05:00:00.000Z,28.99,110047
24,2012-01-27T05:00:00.000Z,31.92,110035
42,2011-12-09T05:00:00.000Z,42.58,110003
24,2012-04-20T04:00:00.000Z,61.05,110002
3,2011-10-07T04:00:00.000Z,75.54,109972
1,2010-07-30T04:00:00.000Z,81.84,109943
26,2011-06-24T04:00:00.000Z,56.94,109928
24,2010-10-01T04:00:00.000Z,66.88,109923
11,2010-02-19T05:00:00.000Z,48.3,109915
41,2011-09-23T04:00:00.000Z,55.06,109823
6,2010-12-31T05:00:00.000Z,49.14,109801
19,2010-05-14T04:00:00.000Z,46.53,109797
26,2010-12-24T05:00:00.000Z,21.81,109775
26,2011-03-04T05:00:00.000Z,14.31,109749
26,2012-05-11T04:00:00.000Z,47.11,109734
24,2011-03-18T04:00:00.000Z,43.39,109724
19,2011-01-21T05:00:00.000Z,22.8,109691
19,2011-05-20T04:00:00.000Z,52.8,109661
40,2010-08-06T04:00:00.000Z,69.16,109601
10,2012-07-06T04:00:00.000Z,86.87,109597
41,2010-08-06T04:00:00.000Z,69.21,109571
24,2010-07-16T04:00:00.000Z,76.56,109556
3,2011-05-13T04:00:00.000Z,79.87,109504
41,2011-09-30T04:00:00.000Z,61.77,109491
19,2011-02-25T05:00:00.000Z,23.24,109469
3,2010-05-21T04:00:00.000Z,75.81,109439
24,2012-03-30T04:00:00.000Z,47.28,109437
39,2011-12-30T05:00:00.000Z,47.6,109435
32,2012-02-17T05:00:00.000Z,24.26,109403
19,2012-03-30T04:00:00.000Z,43.47,109399
41,2011-06-10T04:00:00.000Z,61.1,109337
19,2012-08-17T04:00:00.000Z,69.83,109324
41,2012-04-27T04:00:00.000Z,57.66,109316
29,2010-12-24T05:00:00.000Z,29.76,109273
35,2011-02-25T05:00:00.000Z,33.05,109261
26,2010-04-30T04:00:00.000Z,40.56,109252
31,2010-09-24T04:00:00.000Z,80.79,109220
40,2012-02-10T05:00:00.000Z,23.92,109207
31,2010-03-26T04:00:00.000Z,51.66,109189
31,2010-07-23T04:00:00.000Z,87.17,109177
24,2010-10-29T04:00:00.000Z,57.29,109159
26,2010-07-30T04:00:00.000Z,63.79,109141
10,2012-05-04T04:00:00.000Z,77.02,109106
19,2012-10-26T04:00:00.000Z,56.49,109033
39,2010-05-28T04:00:00.000Z,80.22,109023
19,2011-07-22T04:00:00.000Z,79.37,109022
24,2010-06-18T04:00:00.000Z,67.17,109004
