id,s_date,cpi,max_ws
24,2012-01-13T05:00:00.000Z,136.753,125771
28,2011-09-02T04:00:00.000Z,129.326,125700
3,2011-11-04T04:00:00.000Z,221.246,125601
3,2011-02-25T05:00:00.000Z,216.878,125592
31,2012-03-23T04:00:00.000Z,220.924,125577
32,2011-12-16T05:00:00.000Z,195.984,125509
27,2011-12-30T05:00:00.000Z,140.587,125472
19,2010-10-08T04:00:00.000Z,132.752,125448
10,2012-06-08T04:00:00.000Z,130.89,125434
26,2012-03-30T04:00:00.000Z,137.726,125428
39,2012-07-20T04:00:00.000Z,220.615,125408
6,2011-12-09T05:00:00.000Z,220.546,125408
39,2012-10-26T04:00:00.000Z,222.114,125396
26,2012-04-27T04:00:00.000Z,137.978,125394
1,2012-04-27T04:00:00.000Z,221.618,125371
3,2011-05-06T04:00:00.000Z,219.196,125369
31,2011-05-06T04:00:00.000Z,215.445,125360
41,2012-02-24T05:00:00.000Z,196.95,125357
41,2012-03-09T05:00:00.000Z,196.963,125328
24,2011-07-01T04:00:00.000Z,135.447,125239
41,2012-08-31T04:00:00.000Z,198.097,125173
40,2012-10-05T04:00:00.000Z,138.826,125147
41,2012-05-25T04:00:00.000Z,197.589,125123
19,2012-09-07T04:00:00.000Z,138.473,125067
1,2011-10-28T04:00:00.000Z,217.677,125065
1,2010-02-26T05:00:00.000Z,211.32,125048
31,2012-08-03T04:00:00.000Z,221.587,124973
24,2010-11-19T05:00:00.000Z,132.917,124970
24,2011-06-10T04:00:00.000Z,134.943,124940
28,2010-07-02T04:00:00.000Z,126.139,124924
39,2012-01-20T05:00:00.000Z,218.676,124867
41,2011-10-28T04:00:00.000Z,195.332,124830
1,2010-07-02T04:00:00.000Z,211.224,124821
31,2012-10-26T04:00:00.000Z,223.078,124777
19,2011-11-18T05:00:00.000Z,136.467,124763
41,2012-03-02T05:00:00.000Z,196.957,124748
32,2012-02-03T05:00:00.000Z,196.873,124699
10,2010-05-28T04:00:00.000Z,126.16,124692
1,2010-08-20T04:00:00.000Z,211.603,124601
27,2010-03-05T05:00:00.000Z,135.573,124580
31,2011-06-10T04:00:00.000Z,214.696,124551
10,2012-01-13T05:00:00.000Z,130.244,124495
24,2011-05-06T04:00:00.000Z,134.514,124454
24,2010-07-02T04:00:00.000Z,132.522,124444
1,2010-03-12T05:00:00.000Z,211.381,124419
31,2010-09-10T04:00:00.000Z,211.153,124384
24,2010-03-12T05:00:00.000Z,131.784,124361
6,2010-11-19T05:00:00.000Z,213.411,124341
31,2011-05-20T04:00:00.000Z,215.383,124305
3,2011-12-02T05:00:00.000Z,222.159,124296
3,2010-07-30T04:00:00.000Z,214.695,124292
25,2010-12-24T05:00:00.000Z,204.638,124285
41,2010-11-12T05:00:00.000Z,191.041,124282
28,2012-06-08T04:00:00.000Z,130.89,124224
19,2012-01-06T05:00:00.000Z,136.698,124223
1,2011-04-22T04:00:00.000Z,215.46,124162
40,2011-10-07T04:00:00.000Z,136.472,124072
31,2012-05-04T04:00:00.000Z,221.31,124041
41,2011-01-07T05:00:00.000Z,191.368,124015
41,2012-07-06T04:00:00.000Z,197.832,124015
3,2010-04-16T04:00:00.000Z,213.773,124003
3,2010-03-12T05:00:00.000Z,214.703,123962
28,2011-06-03T04:00:00.000Z,129.049,123949
24,2011-10-28T04:00:00.000Z,136.488,123906
31,2010-11-05T04:00:00.000Z,211.614,123872
24,2011-01-14T05:00:00.000Z,132.951,123798
31,2011-10-28T04:00:00.000Z,217.325,123785
9,2010-11-26T05:00:00.000Z,215.291,123645
28,2010-03-05T05:00:00.000Z,126.578,123609
24,2012-09-28T04:00:00.000Z,138.74,123595
10,2011-09-30T04:00:00.000Z,129.606,123573
3,2010-07-23T04:00:00.000Z,214.557,123556
10,2012-09-21T04:00:00.000Z,131.01,123514
39,2012-08-10T04:00:00.000Z,220.64,123514
3,2010-10-15T04:00:00.000Z,215.129,123508
1,2012-07-27T04:00:00.000Z,221.941,123464
19,2010-03-05T05:00:00.000Z,131.735,123404
39,2011-11-04T04:00:00.000Z,216.563,123377
39,2012-10-12T04:00:00.000Z,222.051,123328
40,2012-07-06T04:00:00.000Z,138.23,123270
27,2011-09-02T04:00:00.000Z,140.197,123235
19,2011-04-08T04:00:00.000Z,134.178,123223
28,2010-09-03T04:00:00.000Z,126.102,123215
27,2011-04-29T04:00:00.000Z,138.33,123209
20,2011-04-29T04:00:00.000Z,208.639,123169
31,2012-06-22T04:00:00.000Z,221.441,123100
31,2011-03-04T05:00:00.000Z,213.478,123060
1,2011-05-20T04:00:00.000Z,215.734,123051
10,2011-09-09T04:00:00.000Z,129.369,123022
39,2012-06-08T04:00:00.000Z,220.436,123001
31,2010-10-08T04:00:00.000Z,211.404,122997
39,2012-01-13T05:00:00.000Z,218.582,122962
19,2012-01-27T05:00:00.000Z,136.96,122907
31,2012-08-24T04:00:00.000Z,221.808,122904
31,2011-07-22T04:00:00.000Z,215.075,122868
41,2012-01-06T05:00:00.000Z,196.546,122860
6,2011-11-18T05:00:00.000Z,219.79,122854
19,2011-11-04T04:00:00.000Z,136.475,122817
28,2011-12-09T05:00:00.000Z,129.856,122742
1,2011-08-26T04:00:00.000Z,215.733,122722
39,2012-04-13T04:00:00.000Z,220.195,122693
24,2012-03-02T05:00:00.000Z,137.424,122693
41,2012-01-13T05:00:00.000Z,196.733,122622
11,2012-02-10T05:00:00.000Z,223.754,122603
26,2012-04-06T04:00:00.000Z,137.797,122525
41,2012-09-21T04:00:00.000Z,198.359,122479
1,2011-09-23T04:00:00.000Z,216.376,122462
19,2010-07-09T04:00:00.000Z,132.546,122462
1,2012-09-28T04:00:00.000Z,222.982,122434
39,2012-02-10T05:00:00.000Z,218.955,122347
19,2012-10-12T04:00:00.000Z,138.912,122329
24,2010-04-02T04:00:00.000Z,131.902,122311
1,2011-03-25T04:00:00.000Z,214.6,122280
4,2010-12-31T05:00:00.000Z,127.088,122263
19,2010-11-12T05:00:00.000Z,132.978,122255
28,2011-07-08T04:00:00.000Z,129.113,122240
24,2012-09-21T04:00:00.000Z,138.653,122231
31,2011-12-02T05:00:00.000Z,218.359,122081
24,2010-06-11T04:00:00.000Z,132.436,122032
31,2010-02-26T05:00:00.000Z,210.976,121965
39,2012-02-03T05:00:00.000Z,218.862,121943
3,2010-04-30T04:00:00.000Z,213.672,121936
31,2012-09-28T04:00:00.000Z,222.616,121930
1,2010-05-28T04:00:00.000Z,210.897,121902
41,2011-09-09T04:00:00.000Z,194.639,121848
1,2011-06-24T04:00:00.000Z,215.091,121815
16,2010-11-26T05:00:00.000Z,191.012,121806
31,2010-03-05T05:00:00.000Z,211.007,121805
19,2012-10-05T04:00:00.000Z,138.826,121726
10,2011-04-29T04:00:00.000Z,129,121610
3,2011-02-18T05:00:00.000Z,216.584,121510
1,2011-07-22T04:00:00.000Z,215.422,121483
19,2011-02-11T05:00:00.000Z,133.261,121439
10,2012-10-05T04:00:00.000Z,131.076,121409
10,2010-04-23T04:00:00.000Z,126.471,121366
39,2011-11-11T05:00:00.000Z,216.722,121344
39,2011-08-26T04:00:00.000Z,214.488,121243
24,2012-06-15T04:00:00.000Z,138.13,121220
28,2010-06-11T04:00:00.000Z,126.112,121176
10,2010-09-17T04:00:00.000Z,126.145,121140
10,2012-10-26T04:00:00.000Z,131.193,121127
26,2011-01-07T05:00:00.000Z,132.882,121093
10,2010-11-05T04:00:00.000Z,126.491,121087
3,2010-06-18T04:00:00.000Z,214.786,121083
31,2012-05-25T04:00:00.000Z,221.383,121079
24,2012-06-29T04:00:00.000Z,138.196,121032
40,2011-12-09T05:00:00.000Z,136.503,120976
24,2012-08-17T04:00:00.000Z,138.186,120975
10,2012-04-06T04:00:00.000Z,131.038,120897
26,2010-04-09T04:00:00.000Z,131.941,120889
23,2012-04-06T04:00:00.000Z,137.797,120877
11,2011-12-16T05:00:00.000Z,222.643,120875
10,2012-08-03T04:00:00.000Z,130.738,120828
24,2010-08-13T04:00:00.000Z,132.63,120822
39,2012-08-03T04:00:00.000Z,220.632,120819
19,2011-02-04T05:00:00.000Z,133.183,120793
19,2012-05-11T04:00:00.000Z,138.088,120679
40,2012-01-06T05:00:00.000Z,136.698,120645
39,2012-06-01T04:00:00.000Z,220.432,120590
39,2011-10-07T04:00:00.000Z,215.783,120558
40,2012-06-08T04:00:00.000Z,138.117,120537
1,2011-09-30T04:00:00.000Z,216.711,120507
26,2011-09-02T04:00:00.000Z,136.244,120480
31,2011-08-26T04:00:00.000Z,215.387,120416
31,2011-02-25T05:00:00.000Z,213.19,120397
39,2012-05-25T04:00:00.000Z,220.429,120388
19,2010-09-03T04:00:00.000Z,132.725,120378
41,2012-05-11T04:00:00.000Z,197.548,120370
31,2010-09-17T04:00:00.000Z,211.181,120304
31,2012-08-31T04:00:00.000Z,221.942,120239
39,2011-02-04T05:00:00.000Z,211.333,120192
10,2010-07-23T04:00:00.000Z,126.128,120192
1,2010-06-25T04:00:00.000Z,211.339,120172
41,2012-05-04T04:00:00.000Z,197.606,120098
10,2011-04-01T04:00:00.000Z,128.72,120086
19,2012-01-20T05:00:00.000Z,136.856,120065
19,2010-02-12T05:00:00.000Z,131.587,120060
1,2011-12-30T05:00:00.000Z,219.536,120037
1,2010-05-21T04:00:00.000Z,210.617,120037
41,2012-07-13T04:00:00.000Z,197.879,120010
3,2010-02-19T05:00:00.000Z,214.62,119959
39,2012-02-17T05:00:00.000Z,219.115,119898
39,2010-11-19T05:00:00.000Z,210.654,119848
35,2010-03-12T05:00:00.000Z,135.627,119818
1,2011-05-27T04:00:00.000Z,215.504,119816
6,2010-03-05T05:00:00.000Z,212.875,119812
24,2012-02-24T05:00:00.000Z,137.341,119800
10,2010-07-02T04:00:00.000Z,126.139,119787
20,2010-12-31T05:00:00.000Z,204.643,119731
24,2010-06-04T04:00:00.000Z,132.365,119716
3,2011-08-05T04:00:00.000Z,218.902,119670
6,2012-07-06T04:00:00.000Z,223.492,119608
19,2011-08-26T04:00:00.000Z,136.214,119583
39,2012-09-28T04:00:00.000Z,221.656,119555
39,2012-03-02T05:00:00.000Z,219.534,119531
41,2011-03-04T05:00:00.000Z,192.012,119530
8,2010-12-24T05:00:00.000Z,214.748,119510
19,2011-03-04T05:00:00.000Z,133.614,119503
31,2010-04-09T04:00:00.000Z,210.283,119479
28,2012-03-02T05:00:00.000Z,130.646,119476
1,2010-12-03T05:00:00.000Z,211.607,119422
28,2011-04-08T04:00:00.000Z,128.824,119379
31,2010-07-16T04:00:00.000Z,210.758,119364
3,2010-05-28T04:00:00.000Z,214.204,119294
24,2010-05-14T04:00:00.000Z,132.152,119283
31,2011-09-02T04:00:00.000Z,215.451,119240
24,2012-07-20T04:00:00.000Z,138.233,119198
10,2012-01-27T05:00:00.000Z,130.314,119192
28,2010-12-03T05:00:00.000Z,126.731,119167
24,2011-04-22T04:00:00.000Z,134.357,119159
41,2012-06-15T04:00:00.000Z,197.692,119097
24,2012-05-25T04:00:00.000Z,138.11,119003
1,2010-10-01T04:00:00.000Z,211.672,118967
1,2011-01-28T05:00:00.000Z,212.197,118958
1,2011-04-01T04:00:00.000Z,214.837,118903
6,2011-11-11T05:00:00.000Z,219.563,118901
19,2012-03-02T05:00:00.000Z,137.424,118891
31,2010-04-16T04:00:00.000Z,210.15,118886
19,2012-08-10T04:00:00.000Z,138.144,118870
19,2011-10-21T04:00:00.000Z,136.502,118841
39,2012-01-27T05:00:00.000Z,218.769,118811
31,2010-08-13T04:00:00.000Z,211.295,118791
24,2012-01-20T05:00:00.000Z,136.856,118762
24,2011-10-21T04:00:00.000Z,136.502,118741
26,2011-09-30T04:00:00.000Z,136.419,118632
31,2010-10-15T04:00:00.000Z,211.471,118593
19,2011-04-22T04:00:00.000Z,134.357,118563
39,2012-03-16T04:00:00.000Z,219.896,118526
39,2012-09-14T04:00:00.000Z,221.26,118513
28,2012-02-10T05:00:00.000Z,130.385,118482
41,2011-04-22T04:00:00.000Z,192.523,118470
10,2012-01-20T05:00:00.000Z,130.279,118467
19,2012-02-24T05:00:00.000Z,137.341,118460
31,2012-06-01T04:00:00.000Z,221.385,118431
31,2011-09-30T04:00:00.000Z,216.362,118424
24,2011-06-03T04:00:00.000Z,134.855,118412
19,2010-11-05T04:00:00.000Z,132.925,118388
10,2012-08-17T04:00:00.000Z,130.791,118339
26,2011-02-04T05:00:00.000Z,133.183,118337
41,2012-04-13T04:00:00.000Z,197.781,118313
39,2012-07-13T04:00:00.000Z,220.606,118308
19,2012-01-13T05:00:00.000Z,136.753,118292
39,2012-06-15T04:00:00.000Z,220.449,118273
19,2012-06-08T04:00:00.000Z,138.117,118266
41,2010-11-05T04:00:00.000Z,190.996,118246
39,2011-10-21T04:00:00.000Z,216.247,118241
31,2010-08-06T04:00:00.000Z,211.161,118160
27,2012-01-27T05:00:00.000Z,140.912,118083
10,2010-09-03T04:00:00.000Z,126.102,118056
31,2011-01-28T05:00:00.000Z,211.855,118050
41,2011-04-08T04:00:00.000Z,192.342,118038
10,2012-03-23T04:00:00.000Z,130.897,117990
10,2011-06-24T04:00:00.000Z,129.066,117949
1,2010-08-27T04:00:00.000Z,211.567,117930
41,2012-07-27T04:00:00.000Z,197.979,117837
31,2010-06-11T04:00:00.000Z,211.112,117831
19,2010-03-12T05:00:00.000Z,131.784,117813
18,2010-02-05T05:00:00.000Z,131.528,117802
19,2012-07-06T04:00:00.000Z,138.23,117793
24,2011-08-19T04:00:00.000Z,136.183,117698
10,2011-10-14T04:00:00.000Z,129.771,117679
32,2011-11-18T05:00:00.000Z,195.718,117677
26,2011-12-23T05:00:00.000Z,136.588,117674
40,2010-03-05T05:00:00.000Z,131.735,117654
19,2010-02-26T05:00:00.000Z,131.686,117635
41,2011-12-02T05:00:00.000Z,195.822,117623
19,2011-03-11T05:00:00.000Z,133.736,117525
23,2010-12-03T05:00:00.000Z,132.757,117503
31,2012-03-30T04:00:00.000Z,220.999,117501
41,2011-08-19T04:00:00.000Z,194.25,117489
28,2011-12-02T05:00:00.000Z,129.846,117443
19,2010-05-07T04:00:00.000Z,132.106,117387
19,2010-04-02T04:00:00.000Z,131.902,117370
1,2011-07-29T04:00:00.000Z,215.483,117285
39,2012-02-24T05:00:00.000Z,219.324,117226
40,2012-08-03T04:00:00.000Z,138.174,117217
19,2012-09-14T04:00:00.000Z,138.567,117190
10,2010-06-25T04:00:00.000Z,126.127,117168
3,2010-12-17T05:00:00.000Z,214.705,117167
10,2010-05-21T04:00:00.000Z,126.184,117150
31,2010-10-22T04:00:00.000Z,211.519,117148
26,2012-01-06T05:00:00.000Z,136.698,117103
41,2011-02-11T05:00:00.000Z,191.857,117080
10,2010-07-16T04:00:00.000Z,126.15,117063
19,2012-05-04T04:00:00.000Z,138.033,117056
39,2012-05-18T04:00:00.000Z,220.425,117035
27,2010-12-31T05:00:00.000Z,136.665,117023
19,2011-05-06T04:00:00.000Z,134.514,117018
39,2011-08-19T04:00:00.000Z,214.424,117002
31,2012-04-27T04:00:00.000Z,221.256,116993
31,2010-05-07T04:00:00.000Z,210.001,116990
31,2010-07-09T04:00:00.000Z,210.766,116974
3,2012-04-06T04:00:00.000Z,224.939,116959
24,2012-04-13T04:00:00.000Z,137.868,116931
19,2011-10-14T04:00:00.000Z,136.515,116912
31,2012-06-29T04:00:00.000Z,221.481,116909
13,2010-12-31T05:00:00.000Z,127.088,116883
3,2010-06-04T04:00:00.000Z,214.496,116868
24,2010-09-03T04:00:00.000Z,132.725,116827
7,2010-12-24T05:00:00.000Z,191.143,116753
26,2012-03-09T05:00:00.000Z,137.507,116689
1,2010-03-26T04:00:00.000Z,211.018,116689
39,2011-09-02T04:00:00.000Z,214.552,116671
28,2010-07-09T04:00:00.000Z,126.152,116627
31,2010-03-19T04:00:00.000Z,210.873,116620
26,2012-02-03T05:00:00.000Z,137.063,116610
10,2011-09-23T04:00:00.000Z,129.518,116602
41,2011-09-02T04:00:00.000Z,194.509,116588
26,2011-11-04T04:00:00.000Z,136.475,116563
26,2010-02-05T05:00:00.000Z,131.528,116562
41,2011-08-26T04:00:00.000Z,194.38,116548
31,2011-03-25T04:00:00.000Z,214.252,116515
24,2010-04-09T04:00:00.000Z,131.941,116485
24,2011-02-18T05:00:00.000Z,133.37,116477
3,2010-03-26T04:00:00.000Z,214.324,116425
19,2012-08-24T04:00:00.000Z,138.281,116413
10,2010-05-14T04:00:00.000Z,126.209,116408
10,2010-10-01T04:00:00.000Z,126.235,116384
41,2011-10-21T04:00:00.000Z,195.179,116378
1,2010-10-29T04:00:00.000Z,211.909,116370
39,2011-12-02T05:00:00.000Z,217.423,116367
31,2012-07-27T04:00:00.000Z,221.579,116349
3,2011-01-21T05:00:00.000Z,215.127,116346
31,2010-08-20T04:00:00.000Z,211.26,116334
24,2011-09-23T04:00:00.000Z,136.367,116314
26,2011-10-07T04:00:00.000Z,136.472,116288
24,2012-07-27T04:00:00.000Z,138.203,116273
1,2010-07-23T04:00:00.000Z,211.235,116256
31,2011-04-01T04:00:00.000Z,214.489,116179
24,2010-10-15T04:00:00.000Z,132.763,116169
24,2011-09-30T04:00:00.000Z,136.419,116140
10,2011-01-07T05:00:00.000Z,127.192,116112
41,2012-07-20T04:00:00.000Z,197.929,116052
19,2010-11-19T05:00:00.000Z,132.917,116021
26,2012-10-05T04:00:00.000Z,138.826,116015
39,2012-06-29T04:00:00.000Z,220.528,115994
39,2012-03-23T04:00:00.000Z,219.971,115992
32,2011-11-11T05:00:00.000Z,195.638,115899
39,2012-04-20T04:00:00.000Z,220.248,115872
3,2010-08-13T04:00:00.000Z,214.973,115848
39,2012-05-04T04:00:00.000Z,220.355,115821
3,2010-03-19T04:00:00.000Z,214.53,115740
3,2010-10-22T04:00:00.000Z,215.178,115721
41,2012-03-23T04:00:00.000Z,197.23,115717
19,2012-02-17T05:00:00.000Z,137.258,115716
32,2011-11-04T04:00:00.000Z,195.485,115696
39,2012-03-09T05:00:00.000Z,219.744,115685
3,2010-08-20T04:00:00.000Z,214.931,115670
3,2012-01-06T05:00:00.000Z,223.192,115661
26,2011-07-01T04:00:00.000Z,135.447,115645
3,2010-06-25T04:00:00.000Z,214.666,115599
18,2010-06-04T04:00:00.000Z,132.365,115566
26,2010-10-01T04:00:00.000Z,132.757,115535
40,2010-02-05T05:00:00.000Z,131.528,115501
31,2011-06-03T04:00:00.000Z,214.925,115494
1,2010-10-22T04:00:00.000Z,211.861,115463
40,2012-05-04T04:00:00.000Z,138.033,115340
26,2011-04-01T04:00:00.000Z,134.068,115274
41,2011-05-06T04:00:00.000Z,192.725,115273
41,2011-01-14T05:00:00.000Z,191.479,115253
24,2011-07-22T04:00:00.000Z,135.874,115230
10,2012-08-24T04:00:00.000Z,130.838,115171
24,2011-07-15T04:00:00.000Z,135.784,115147
19,2010-08-06T04:00:00.000Z,132.614,115123
41,2011-01-21T05:00:00.000Z,191.573,115028
10,2011-07-15T04:00:00.000Z,129.134,115005
24,2012-08-31T04:00:00.000Z,138.377,115000
41,2012-01-27T05:00:00.000Z,196.826,114964
41,2012-01-20T05:00:00.000Z,196.78,114960
24,2012-02-17T05:00:00.000Z,137.258,114956
31,2011-07-01T04:00:00.000Z,214.837,114945
23,2011-12-09T05:00:00.000Z,136.503,114937
31,2010-06-18T04:00:00.000Z,211.11,114899
41,2010-10-08T04:00:00.000Z,190.776,114866
24,2011-06-17T04:00:00.000Z,135.084,114784
41,2011-08-05T04:00:00.000Z,193.911,114779
41,2012-04-20T04:00:00.000Z,197.723,114777
10,2010-09-10T04:00:00.000Z,126.115,114745
1,2010-09-24T04:00:00.000Z,211.597,114703
41,2011-04-15T04:00:00.000Z,192.423,114692
39,2010-06-04T04:00:00.000Z,209.94,114691
39,2011-06-03T04:00:00.000Z,214.016,114636
39,2012-06-22T04:00:00.000Z,220.489,114614
31,2011-06-24T04:00:00.000Z,214.744,114611
26,2010-05-07T04:00:00.000Z,132.106,114604
31,2010-06-04T04:00:00.000Z,210.834,114560
24,2011-04-15T04:00:00.000Z,134.278,114541
40,2011-11-11T05:00:00.000Z,136.462,114533
10,2010-09-24T04:00:00.000Z,126.19,114519
31,2011-07-29T04:00:00.000Z,215.136,114493
19,2012-08-31T04:00:00.000Z,138.377,114468
11,2010-02-05T05:00:00.000Z,214.425,114462
31,2010-12-03T05:00:00.000Z,211.266,114448
10,2011-07-01T04:00:00.000Z,129.089,114398
11,2010-02-12T05:00:00.000Z,214.575,114395
31,2010-10-29T04:00:00.000Z,211.566,114344
6,2012-04-06T04:00:00.000Z,223.042,114341
24,2012-08-24T04:00:00.000Z,138.281,114312
10,2011-04-22T04:00:00.000Z,128.955,114309
39,2011-09-09T04:00:00.000Z,214.616,114296
41,2012-06-29T04:00:00.000Z,197.786,114286
18,2010-02-12T05:00:00.000Z,131.587,114262
41,2012-06-01T04:00:00.000Z,197.622,114254
28,2010-10-08T04:00:00.000Z,126.279,114250
19,2011-01-28T05:00:00.000Z,133.106,114226
10,2010-04-30T04:00:00.000Z,126.381,114223
3,2011-09-16T04:00:00.000Z,219.397,114211
24,2010-09-17T04:00:00.000Z,132.767,114193
26,2011-08-12T04:00:00.000Z,136.144,114178
10,2011-05-13T04:00:00.000Z,129.089,114133
10,2010-06-11T04:00:00.000Z,126.112,114099
41,2011-03-11T05:00:00.000Z,192.058,114092
24,2011-05-13T04:00:00.000Z,134.593,114028
40,2011-12-02T05:00:00.000Z,136.491,114001
41,2011-08-12T04:00:00.000Z,194.111,113990
26,2011-04-29T04:00:00.000Z,134.436,113986
19,2011-12-02T05:00:00.000Z,136.491,113982
7,2011-12-23T05:00:00.000Z,196.171,113975
32,2010-12-17T05:00:00.000Z,191.03,113853
40,2010-12-24T05:00:00.000Z,132.748,113845
39,2012-05-11T04:00:00.000Z,220.408,113830
28,2011-11-11T05:00:00.000Z,129.817,113820
24,2011-12-02T05:00:00.000Z,136.491,113774
3,2010-10-29T04:00:00.000Z,215.227,113769
39,2011-10-28T04:00:00.000Z,216.405,113759
19,2011-06-10T04:00:00.000Z,134.943,113656
40,2011-08-05T04:00:00.000Z,136.054,113623
41,2011-07-08T04:00:00.000Z,193.188,113574
35,2011-12-16T05:00:00.000Z,140.47,113555
24,2011-09-16T04:00:00.000Z,136.314,113548
10,2012-10-12T04:00:00.000Z,131.108,113547
6,2010-11-12T05:00:00.000Z,213.527,113524
10,2011-09-16T04:00:00.000Z,129.431,113522
24,2012-06-01T04:00:00.000Z,138.114,113518
35,2012-02-10T05:00:00.000Z,141.12,113478
41,2011-09-16T04:00:00.000Z,194.742,113450
39,2012-03-30T04:00:00.000Z,220.045,113436
26,2011-02-18T05:00:00.000Z,133.37,113365
24,2011-02-25T05:00:00.000Z,133.492,113347
39,2012-07-27T04:00:00.000Z,220.623,113297
10,2010-07-09T04:00:00.000Z,126.152,113294
41,2012-06-22T04:00:00.000Z,197.739,113212
26,2012-06-08T04:00:00.000Z,138.117,113211
26,2012-06-29T04:00:00.000Z,138.196,113205
10,2011-06-03T04:00:00.000Z,129.049,113180
40,2012-02-03T05:00:00.000Z,137.063,113179
26,2010-07-02T04:00:00.000Z,132.522,113160
10,2010-03-26T04:00:00.000Z,126.605,113134
26,2010-09-03T04:00:00.000Z,132.725,113103
19,2011-09-16T04:00:00.000Z,136.314,113103
24,2012-03-16T04:00:00.000Z,137.584,113102
26,2011-06-03T04:00:00.000Z,134.855,113040
19,2010-06-04T04:00:00.000Z,132.365,113022
41,2011-05-20T04:00:00.000Z,192.831,113019
10,2010-10-22T04:00:00.000Z,126.382,113004
24,2010-02-19T05:00:00.000Z,131.637,112987
35,2011-12-30T05:00:00.000Z,140.587,112986
23,2012-02-10T05:00:00.000Z,137.167,112970
19,2011-08-12T04:00:00.000Z,136.144,112962
24,2012-04-27T04:00:00.000Z,137.978,112924
39,2012-04-27T04:00:00.000Z,220.301,112922
3,2011-03-25T04:00:00.000Z,217.967,112889
1,2011-04-29T04:00:00.000Z,215.628,112882
1,2011-02-25T05:00:00.000Z,213.536,112865
6,2010-06-04T04:00:00.000Z,212.698,112856
24,2011-01-28T05:00:00.000Z,133.106,112804
6,2012-03-16T04:00:00.000Z,222.819,112804
3,2010-06-11T04:00:00.000Z,214.788,112799
19,2010-02-19T05:00:00.000Z,131.637,112784
19,2011-08-05T04:00:00.000Z,136.054,112773
19,2011-01-14T05:00:00.000Z,132.951,112750
19,2011-02-18T05:00:00.000Z,133.37,112745
18,2010-02-19T05:00:00.000Z,131.637,112680
10,2010-10-15T04:00:00.000Z,126.327,112657
21,2010-12-17T05:00:00.000Z,211.065,112632
19,2010-04-16T04:00:00.000Z,131.981,112582
23,2010-04-02T04:00:00.000Z,131.902,112577
6,2010-12-10T05:00:00.000Z,212.98,112573
31,2010-09-03T04:00:00.000Z,211.189,112566
3,2010-02-12T05:00:00.000Z,214.575,112534
10,2011-07-22T04:00:00.000Z,129.151,112529
24,2010-12-03T05:00:00.000Z,132.757,112524
10,2012-08-10T04:00:00.000Z,130.756,112523
39,2011-10-14T04:00:00.000Z,216.089,112511
26,2011-12-02T05:00:00.000Z,136.491,112484
32,2012-04-06T04:00:00.000Z,197.597,112483
32,2010-12-10T05:00:00.000Z,190.974,112438
41,2010-10-22T04:00:00.000Z,190.907,112413
3,2011-04-08T04:00:00.000Z,218.455,112367
19,2010-08-13T04:00:00.000Z,132.63,112325
19,2012-04-27T04:00:00.000Z,137.978,112318
28,2011-11-18T05:00:00.000Z,129.827,112303
6,2010-07-02T04:00:00.000Z,212.747,112292
6,2010-02-05T05:00:00.000Z,212.622,112279
6,2011-02-04T05:00:00.000Z,214.089,112271
31,2011-12-30T05:00:00.000Z,219.177,112250
24,2010-10-22T04:00:00.000Z,132.817,112227
24,2011-05-20T04:00:00.000Z,134.68,112214
28,2011-09-09T04:00:00.000Z,129.369,112169
26,2011-11-11T05:00:00.000Z,136.462,112168
19,2010-08-27T04:00:00.000Z,132.693,112157
42,2011-11-11T05:00:00.000Z,129.817,112152
19,2011-01-07T05:00:00.000Z,132.882,112142
26,2011-05-06T04:00:00.000Z,134.514,112100
6,2010-06-18T04:00:00.000Z,212.981,112058
3,2012-04-20T04:00:00.000Z,225.069,112036
40,2011-12-16T05:00:00.000Z,136.534,112033
19,2012-09-21T04:00:00.000Z,138.653,111964
19,2011-07-08T04:00:00.000Z,135.628,111955
19,2010-10-15T04:00:00.000Z,132.763,111949
41,2011-04-01T04:00:00.000Z,192.269,111862
24,2010-05-28T04:00:00.000Z,132.294,111853
26,2012-08-10T04:00:00.000Z,138.144,111813
19,2011-10-28T04:00:00.000Z,136.488,111812
31,2010-04-02T04:00:00.000Z,210.48,111766
31,2010-05-21T04:00:00.000Z,210.277,111720
41,2010-02-05T05:00:00.000Z,189.382,111704
1,2010-04-23T04:00:00.000Z,210.439,111703
41,2012-03-16T04:00:00.000Z,197.046,111640
31,2011-04-29T04:00:00.000Z,215.277,111549
31,2011-05-27T04:00:00.000Z,215.154,111546
24,2011-07-29T04:00:00.000Z,135.964,111424
32,2012-03-02T05:00:00.000Z,196.957,111414
32,2011-10-14T04:00:00.000Z,195.026,111342
19,2010-03-26T04:00:00.000Z,131.863,111316
28,2011-07-01T04:00:00.000Z,129.089,111316
19,2012-10-19T04:00:00.000Z,138.834,111289
10,2012-04-20T04:00:00.000Z,131.117,111288
41,2010-09-10T04:00:00.000Z,190.396,111271
16,2012-10-19T04:00:00.000Z,199.148,111246
19,2010-09-17T04:00:00.000Z,132.767,111245
19,2010-06-11T04:00:00.000Z,132.436,111219
10,2010-04-16T04:00:00.000Z,126.562,111208
26,2012-01-27T05:00:00.000Z,136.96,111141
41,2012-03-30T04:00:00.000Z,197.413,111128
24,2010-08-27T04:00:00.000Z,132.693,111118
24,2012-06-22T04:00:00.000Z,138.163,111111
